ID,CODCLI,CODTIT,NOMCLI,NOMTIT,MARCA,ARCHIVO,MOTIVO,MARCA,CLASE,CERTIFICADO,VENCIMIENTO,VIGENCIA,OBSERVACIONES,EXPEDIENTE
146,TOTTUS,SAGA,Hipermercados Tottus S.A,Saga Falabella S.A.,SUPERMERCADOS TOTTUS,,,SUPERMERCADOS TOTTUS,8,84121,21.10.2022,21.10.2022,,
147,TOTTUS,SAGA,Hipermercados Tottus S.A,Saga Falabella S.A.,SUPERMERCADOS TOTTUS,,,SUPERMERCADOS TOTTUS,9,84758,13.11.2022,13.11.2022,,
148,TOTTUS,SAGA,Hipermercados Tottus S.A,Saga Falabella S.A.,SUPERMERCADOS TOTTUS,,,SUPERMERCADOS TOTTUS,11,84120,21.10.2022,21.10.2022,,
149,TOTTUS,SAGA,Hipermercados Tottus S.A,Saga Falabella S.A.,SUPERMERCADOS TOTTUS,,,SUPERMERCADOS TOTTUS,14,84119,21.10.2022,21.10.2022,,
150,TOTTUS,SAGA,Hipermercados Tottus S.A,Saga Falabella S.A.,SUPERMERCADOS TOTTUS,,,SUPERMERCADOS TOTTUS,16,84118,21.10.2022,21.10.2022,,
151,TOTTUS,SAGA,Hipermercados Tottus S.A,Saga Falabella S.A.,SUPERMERCADOS TOTTUS,,,SUPERMERCADOS TOTTUS,17,84117,21.10.2022,21.10.2022,,
152,TOTTUS,SAGA,Hipermercados Tottus S.A,Saga Falabella S.A.,SUPERMERCADOS TOTTUS,,,SUPERMERCADOS TOTTUS,18,98766,23.06.2024,23.06.2024,,
153,TOTTUS,SAGA,Hipermercados Tottus S.A,Saga Falabella S.A.,SUPERMERCADOS TOTTUS,,,SUPERMERCADOS TOTTUS,19,84116,21.10.2022,21.10.2022,,
154,TOTTUS,SAGA,Hipermercados Tottus S.A,Saga Falabella S.A.,SUPERMERCADOS TOTTUS,,,SUPERMERCADOS TOTTUS,20,84115,21.10.2022,21.10.2022,,
155,TOTTUS,SAGA,Hipermercados Tottus S.A,Saga Falabella S.A.,SUPERMERCADOS TOTTUS,,,SUPERMERCADOS TOTTUS,21,84114,21.10.2022,21.10.2022,,
156,TOTTUS,SAGA,Hipermercados Tottus S.A,Saga Falabella S.A.,SUPERMERCADOS TOTTUS,,,SUPERMERCADOS TOTTUS,4,84124,21.10.2022,21.10.2022,,
157,TOTTUS,SAGA,Hipermercados Tottus S.A,Saga Falabella S.A.,SUPERMERCADOS TOTTUS,,,SUPERMERCADOS TOTTUS,3,84125,21.10.2022,21.10.2022,,
158,TOTTUS,SAGA,Hipermercados Tottus S.A,Saga Falabella S.A.,SUPERMERCADOS TOTTUS,,,SUPERMERCADOS TOTTUS,2,84126,21.10.2022,21.10.2022,,
159,TOTTUS,SAGA,Hipermercados Tottus S.A,Saga Falabella S.A.,SUPERMERCADOS TOTTUS,,,SUPERMERCADOS TOTTUS,43,30728,21.10.2022,21.10.2022,,
160,TOTTUS,SAGA,Hipermercados Tottus S.A,Saga Falabella S.A.,SUPERMERCADOS TOTTUS,,,SUPERMERCADOS TOTTUS,35,30926,13.11.2022,13.11.2022,,
161,TOTTUS,SAGA,Hipermercados Tottus S.A,Saga Falabella S.A.,SUPERMERCADOS TOTTUS,,,SUPERMERCADOS TOTTUS,36,30730,21.10.2022,21.10.2022,,
162,TOTTUS,SAGA,Hipermercados Tottus S.A,Saga Falabella S.A.,SUPERMERCADOS TOTTUS,,,SUPERMERCADOS TOTTUS,38,31028,25.11.2022,25.11.2022,,
163,TOTTUS,SAGA,Hipermercados Tottus S.A,Saga Falabella S.A.,SUPERMERCADOS TOTTUS,,,SUPERMERCADOS TOTTUS,39,30729,21.10.2022,21.10.2022,,
164,TOTTUS,SAGA,Hipermercados Tottus S.A,Saga Falabella S.A.,99144.JPG,99144.JPG,,,18,99144,12.08.2024,12.08.2024,,
165,TOTTUS,SAGA,Hipermercados Tottus S.A,Saga Falabella S.A.,99145.JPG,99145.JPG,,,25,99145,12.08.2024,12.08.2024,,
166,TOTTUS,SAGA,Hipermercados Tottus S.A,Saga Falabella S.A.,99187.JPG,99187.JPG,,,8,99187,07.07.2024,07.07.2024,,
167,TOTTUS,SAGA,Hipermercados Tottus S.A,Saga Falabella S.A.,99185.JPG,99185.JPG,,,11,99185,07.07.2024,07.07.2024,,
168,TOTTUS,SAGA,Hipermercados Tottus S.A,Saga Falabella S.A.,99184.JPG,99184.JPG,,,14,99184,07.07.2024,07.07.2024,,
169,TOTTUS,SAGA,Hipermercados Tottus S.A,Saga Falabella S.A.,99175.JPG,99175.JPG,,,27,99175,07.07.2024,07.07.2024,,
170,TOTTUS,SAGA,Hipermercados Tottus S.A,Saga Falabella S.A.,99176.JPG,99176.JPG,,,26,99176,07.07.2024,07.07.2024,,
171,TOTTUS,SAGA,Hipermercados Tottus S.A,Saga Falabella S.A.,100368.JPG,100368.JPG,,,25,100368,06.09.2024,06.09.2024,,
172,TOTTUS,SAGA,Hipermercados Tottus S.A,Saga Falabella S.A.,99183.JPG,99183.JPG,,,16,99183,07.07.2024,07.07.2024,,
173,TOTTUS,SAGA,Hipermercados Tottus S.A,Saga Falabella S.A.,99177.JPG,99177.JPG,,,24,99177,07.07.2024,07.07.2024,,
174,TOTTUS,SAGA,Hipermercados Tottus S.A,Saga Falabella S.A.,99182.JPG,99182.JPG,,,17,99182,07.07.2024,07.07.2024,,
175,TOTTUS,SAGA,Hipermercados Tottus S.A,Saga Falabella S.A.,99178.JPG,99178.JPG,,,22,99178,07.07.2024,07.07.2024,,
176,TOTTUS,SAGA,Hipermercados Tottus S.A,Saga Falabella S.A.,100369.JPG,100369.JPG,,,18,100369,03.09.2024,03.09.2024,,
177,TOTTUS,SAGA,Hipermercados Tottus S.A,Saga Falabella S.A.,99181.JPG,99181.JPG,,,19,99181,07.07.2024,07.07.2024,,
178,TOTTUS,SAGA,Hipermercados Tottus S.A,Saga Falabella S.A.,99180.JPG,99180.JPG,,,20,99180,07.07.2024,07.07.2024,,
179,TOTTUS,SAGA,Hipermercados Tottus S.A,Saga Falabella S.A.,99179.JPG,99179.JPG,,,21,99179,07.07.2024,07.07.2024,,
180,TOTTUS,SAGA,Hipermercados Tottus S.A,Saga Falabella S.A.,99188.JPG,99188.JPG,,,6,99188,07.07.2024,07.07.2024,,
181,TOTTUS,SAGA,Hipermercados Tottus S.A,Saga Falabella S.A.,99189.JPG,99189.JPG,,,5,99189,07.07.2024,07.07.2024,,
182,TOTTUS,SAGA,Hipermercados Tottus S.A,Saga Falabella S.A.,99190.JPG,99190.JPG,,,4,99190,07.07.2024,07.07.2024,,
183,TOTTUS,SAGA,Hipermercados Tottus S.A,Saga Falabella S.A.,99191.JPG,99191.JPG,,,2,99191,07.07.2024,07.07.2024,,
184,TOTTUS,SAGA,Hipermercados Tottus S.A,Saga Falabella S.A.,99698.JPG,99698.JPG,,,28,99698,20.07.2024,20.07.2024,,
185,TOTTUS,SAGA,Hipermercados Tottus S.A,Saga Falabella S.A.,102215.JPG,102215.JPG,,,29,102215,18.11.2024,18.11.2024,,
186,TOTTUS,SAGA,Hipermercados Tottus S.A,Saga Falabella S.A.,102219.JPG,102219.JPG,,,32,102219,16.11.2024,16.11.2024,,
187,TOTTUS,SAGA,Hipermercados Tottus S.A,Saga Falabella S.A.,102220.JPG,102220.JPG,,,31,102220,16.11.2024,16.11.2024,,
188,TOTTUS,SAGA,Hipermercados Tottus S.A,Saga Falabella S.A.,102221.JPG,102221.JPG,,,30,102221,16.11.2024,16.11.2024,,
189,TOTTUS,SAGA,Hipermercados Tottus S.A,Saga Falabella S.A.,102217.JPG,102217.JPG,,,33,102217,16.11.2024,16.11.2024,,
190,TOTTUS,SAGA,Hipermercados Tottus S.A,Saga Falabella S.A.,102218.JPG,102218.JPG,,,34,102218,16.11.2024,16.11.2024,,
191,TOTTUS,SAGA,Hipermercados Tottus S.A,Saga Falabella S.A.,98302.JPG,98302.JPG,,,3,98302,01.07.2024,01.07.2024,,
192,TOTTUS,SAGA,Hipermercados Tottus S.A,Saga Falabella S.A.,36941.JPG,36941.JPG,,,36,36941,18.11.2024,18.11.2024,,
193,TOTTUS,SAGA,Hipermercados Tottus S.A,Saga Falabella S.A.,36943.JPG,36943.JPG,,,39,36943,16.11.2024,16.11.2024,,
194,TOTTUS,SAGA,Hipermercados Tottus S.A,Saga Falabella S.A.,36944.JPG,36944.JPG,,,38,36944,18.11.2024,18.11.2024,,
195,TOTTUS,SAGA,Hipermercados Tottus S.A,Saga Falabella S.A.,36945.JPG,36945.JPG,,,43,36945,16.11.2024,16.11.2024,,
196,TOTTUS,SAGA,Hipermercados Tottus S.A,Saga Falabella S.A.,36942.JPG,36942.JPG,,,35,36942,18.11.2024,18.11.2024,,
197,TOTTUS,SAGA,Hipermercados Tottus S.A,Saga Falabella S.A.,11437.JPG,11437.JPG,,,"07, 09",11437,07.07.2024,07.07.2024,,
198,TOTTUS,SAGA,Hipermercados Tottus S.A,Saga Falabella S.A.,101132.JPG,101132.JPG,,,28,101132,23.09.2024,23.09.2024,,
199,TOTTUS,SAGA,Hipermercados Tottus S.A,Saga Falabella S.A.,101133.JPG,101133.JPG,,,26,101133,23.09.2024,23.09.2024,,
200,TOTTUS,SAGA,Hipermercados Tottus S.A,Saga Falabella S.A.,101134.JPG,101134.JPG,,,30,101134,23.09.2024,23.09.2024,,
201,TOTTUS,SAGA,Hipermercados Tottus S.A,Saga Falabella S.A.,101135.JPG,101135.JPG,,,31,101135,23.09.2024,23.09.2024,,
202,TOTTUS,SAGA,Hipermercados Tottus S.A,Saga Falabella S.A.,101457.JPG,101457.JPG,,,2,101457,30.09.2024,30.09.2024,,
203,TOTTUS,SAGA,Hipermercados Tottus S.A,Saga Falabella S.A.,101458.JPG,101458.JPG,,,4,101458,30.09.2024,30.09.2024,,
204,TOTTUS,SAGA,Hipermercados Tottus S.A,Saga Falabella S.A.,101459.JPG,101459.JPG,,,6,101459,30.09.2024,30.09.2024,,
205,TOTTUS,SAGA,Hipermercados Tottus S.A,Saga Falabella S.A.,102204.JPG,102204.JPG,,,16,102204,21.10.2024,21.10.2024,,
206,TOTTUS,SAGA,Hipermercados Tottus S.A,Saga Falabella S.A.,102203.JPG,102203.JPG,,,19,102203,21.10.2024,21.10.2024,,
207,TOTTUS,SAGA,Hipermercados Tottus S.A,Saga Falabella S.A.,102202.JPG,102202.JPG,,,17,102202,21.10.2024,21.10.2024,,
208,TOTTUS,SAGA,Hipermercados Tottus S.A,Saga Falabella S.A.,102201.JPG,102201.JPG,,,14,102201,21.10.2024,21.10.2024,,
209,TOTTUS,SAGA,Hipermercados Tottus S.A,Saga Falabella S.A.,101462.JPG,101462.JPG,,,11,101462,30.09.2024,30.09.2024,,
210,TOTTUS,SAGA,Hipermercados Tottus S.A,Saga Falabella S.A.,101461.JPG,101461.JPG,,,9,101461,30.09.2024,30.09.2024,,
211,TOTTUS,SAGA,Hipermercados Tottus S.A,Saga Falabella S.A.,101460.JPG,101460.JPG,,,8,101460,30.09.2024,30.09.2024,,
212,TOTTUS,SAGA,Hipermercados Tottus S.A,Saga Falabella S.A.,101462.JPG,101462.JPG,,,24,101462,30.09.2024,30.09.2024,,
213,TOTTUS,SAGA,Hipermercados Tottus S.A,Saga Falabella S.A.,101130.JPG,101130.JPG,,,25,101130,23.09.2024,23.09.2024,,
214,TOTTUS,SAGA,Hipermercados Tottus S.A,Saga Falabella S.A.,37010.JPG,37010.JPG,,,35,37010,17.11.2024,17.11.2024,,
215,TOTTUS,SAGA,Hipermercados Tottus S.A,Saga Falabella S.A.,37011.JPG,37011.JPG,,,38,37011,17.11.2024,17.11.2024,,
216,TOTTUS,SAGA,Hipermercados Tottus S.A,Saga Falabella S.A.,36939.JPG,36939.JPG,,,39,36939,21.10.2024,21.10.2024,,
217,TOTTUS,SAGA,Hipermercados Tottus S.A,Saga Falabella S.A.,36940.JPG,36940.JPG,,,43,36940,21.10.2024,21.10.2024,,
218,TOTTUS,SAGA,Hipermercados Tottus S.A,Saga Falabella S.A.,37012.JPG,37012.JPG,,,36,37012,17.11.2024,17.11.2024,,
219,LYD,LYD,Hipermercados Tottus S.A,Logistica y Distribución S.A.C.,00114882.JPG,00114882.JPG,,,2,114882,05.05.2016,05.05.2016,,
220,LYD,LYD,Hipermercados Tottus S.A,Logistica y Distribución S.A.C.,00114883.JPG,00114883.JPG,,,4,114883,05.05.2016,05.05.2016,,
221,LYD,LYD,Hipermercados Tottus S.A,Logistica y Distribución S.A.C.,00114884.JPG,00114884.JPG,,,5,114884,05.05.2016,05.05.2016,,
222,LYD,LYD,Hipermercados Tottus S.A,Logistica y Distribución S.A.C.,00114885.JPG,00114885.JPG,,,6,114885,05.05.2016,05.05.2016,,
223,LYD,LYD,Hipermercados Tottus S.A,Logistica y Distribución S.A.C.,00114972.JPG,00114972.JPG,,,8,114972,05.05.2016,05.05.2016,,
224,LYD,LYD,Hipermercados Tottus S.A,Logistica y Distribución S.A.C.,00114973.JPG,00114973.JPG,,,11,114973,05.05.2016,05.05.2016,,
225,LYD,LYD,Hipermercados Tottus S.A,Logistica y Distribución S.A.C.,00114974.JPG,00114974.JPG,,,14,114974,05.05.2016,05.05.2016,,
226,LYD,LYD,Hipermercados Tottus S.A,Logistica y Distribución S.A.C.,00114975.JPG,00114975.JPG,,,15,114975,05.05.2016,05.05.2016,,
227,LYD,LYD,Hipermercados Tottus S.A,Logistica y Distribución S.A.C.,00114976.JPG,00114976.JPG,,,17,114976,05.05.2016,05.05.2016,,
228,LYD,LYD,Hipermercados Tottus S.A,Logistica y Distribución S.A.C.,00114977.JPG,00114977.JPG,,,18,114977,05.05.2016,05.05.2016,,
229,LYD,LYD,Hipermercados Tottus S.A,Logistica y Distribución S.A.C.,114978.JPG,114978.JPG,,,19,114978,05.05.2016,05.05.2016,,
230,LYD,LYD,Hipermercados Tottus S.A,Logistica y Distribución S.A.C.,114979.JPG,114979.JPG,,,20,114979,05.05.2016,05.05.2016,,
231,LYD,LYD,Hipermercados Tottus S.A,Logistica y Distribución S.A.C.,115730.JPG,115730.JPG,,,21,115730,05.05.2016,05.05.2016,,
232,LYD,LYD,Hipermercados Tottus S.A,Logistica y Distribución S.A.C.,114980.JPG,114980.JPG,,,24,114980,05.05.2016,05.05.2016,,
233,LYD,LYD,Hipermercados Tottus S.A,Logistica y Distribución S.A.C.,114981.JPG,114981.JPG,,,22,114981,05.05.2016,05.05.2016,,
234,LYD,LYD,Hipermercados Tottus S.A,Logistica y Distribución S.A.C.,114982.JPG,114982.JPG,,,26,114982,05.05.2016,05.05.2016,,
235,LYD,LYD,Hipermercados Tottus S.A,Logistica y Distribución S.A.C.,114983.JPG,114983.JPG,,,27,114983,05.05.2016,05.05.2016,,
236,LYD,LYD,Hipermercados Tottus S.A,Logistica y Distribución S.A.C.,114984.JPG,114984.JPG,,,34,114984,05.05.2016,05.05.2016,,
237,LYD,LYD,Hipermercados Tottus S.A,Logistica y Distribución S.A.C.,41658.JPG,41658.JPG,,,36,41658,05.05.2016,05.05.2016,,
238,LYD,LYD,Hipermercados Tottus S.A,Logistica y Distribución S.A.C.,46159.JPG,46159.JPG,,,39,46159,05.05.2016,05.05.2016,,
239,LYD,LYD,Hipermercados Tottus S.A,Logistica y Distribución S.A.C.,41660.JPG,41660.JPG,,,43,41660,05.05.2016,05.05.2016,,
240,LYD,LYD,Hipermercados Tottus S.A,Logistica y Distribución S.A.C.,147567.JPG,147567.JPG,,,16,147567,26.10.2016,26.10.2016,,
241,ASANTAMA,ASANTAMA,Agroindustria Santa María S.A.C,Agroindustria Santa María S.A.C,41891.JPG,41891.JPG,,,29,41891,15.12.2017,15.12.2017,,
242,ASANTAMA,ASANTAMA,Agroindustria Santa María S.A.C,Agroindustria Santa María S.A.C,42392.JPG,42392.JPG,,,31,42392,31.12.2017,31.12.2017,,
243,ASANTAMA,FONCHU,Agroindustria Santa María S.A.C,"Fon Chu, Nicolás./Fon Chu, Luis.",103692.JPG,103692.JPG,,,30,103692,26.01.2025,26.01.2025,,
244,ASANTAMA,FONCHU,Agroindustria Santa María S.A.C,"Fon Chu, Nicolás./Fon Chu, Luis.",Grano de Oro,,,Grano de Oro,30,100523,21.10.2022,21.10.2022,,
245,ASANTAMA,ASANTAMA,Agroindustria Santa María S.A.C,Agroindustria Santa María S.A.C,SANTA MARÍA,,,SANTA MARÍA,29,38148,8.07.2016,8.07.2016,,
246,ASANTAMA,ASANTAMA,Agroindustria Santa María S.A.C,Agroindustria Santa María S.A.C,SANTA MARÍA,,,SANTA MARÍA,30,27089,8.07.2016,8.07.2016,,
247,ASANTAMA,ASANTAMA,Agroindustria Santa María S.A.C,Agroindustria Santa María S.A.C,TRES MARÍAS,,,TRES MARÍAS,29,575,20.01.2020,20.01.2020,,
248,ASANTAMA,ASANTAMA,Agroindustria Santa María S.A.C,Agroindustria Santa María S.A.C,TRES MARÍAS,,,TRES MARÍAS,31,575,20.01.2020,20.01.2020,,
249,ASANTAMA,ASANTAMA,Agroindustria Santa María S.A.C,Agroindustria Santa María S.A.C,TRES MARÍAS,,,TRES MARÍAS,32,575,20.01.2020,20.01.2020,,
250,ASANTAMA,ASANTAMA,Agroindustria Santa María S.A.C,Agroindustria Santa María S.A.C,GRANO DE ORO,,,GRANO DE ORO,32,191457,12.09.2022,12.09.2022,,
251,ASANTAMA,ASANTAMA,Agroindustria Santa María S.A.C,Agroindustria Santa María S.A.C,160560.JPG,160560.JPG,,,30,160560,20.01.2020,20.01.2020,,
252,ASANTAMA,ASANTAMA,Agroindustria Santa María S.A.C,Agroindustria Santa María S.A.C,AVENA CORAZON,,,AVENA CORAZON,30,3668,24.04.2018,24.04.2018,,
253,ASANTAMA,ASANTAMA,Agroindustria Santa María S.A.C,Agroindustria Santa María S.A.C,SALVAMIX,,,SALVAMIX,30,165943,13.07.2020,13.07.2020,,
254,ASANTAMA,ASANTAMA,Agroindustria Santa María S.A.C,Agroindustria Santa María S.A.C,SALVAVENA GRANO DE ORO,,,SALVAVENA GRANO DE ORO,30,407424,23.12.2019,23.12.2019,,
255,ASANTAMA,ASANTAMA,Agroindustria Santa María S.A.C,Agroindustria Santa María S.A.C,GRAN PANADERO,,,GRAN PANADERO,29,185063,28.02.2022,28.02.2022,,
256,ASANTAMA,ASANTAMA,Agroindustria Santa María S.A.C,Agroindustria Santa María S.A.C,GRAN PANADERO,,,GRAN PANADERO,30,185064,28.02.2022,28.02.2022,,
257,ASANTAMA,ASANTAMA,Agroindustria Santa María S.A.C,Agroindustria Santa María S.A.C,CHEFF PANADERO,,,CHEFF PANADERO,29,185065,28.02.2022,28.02.2022,,
258,ASANTAMA,ASANTAMA,Agroindustria Santa María S.A.C,Agroindustria Santa María S.A.C,CHEFF PANADERO,,,CHEFF PANADERO,30,185062,28.02.2022,28.02.2022,,
259,ASANTAMA,ASANTAMA,Agroindustria Santa María S.A.C,Agroindustria Santa María S.A.C,DOÑA JESSY,,,DOÑA JESSY,30,486921,13.07.2022,13.07.2022,,
260,ASANTAMA,ASANTAMA,Agroindustria Santa María S.A.C,Agroindustria Santa María S.A.C,DOÑA JESSY,,,DOÑA JESSY,31,486921,13.07.2022,13.07.2022,,
261,ASANTAMA,ASANTAMA,Agroindustria Santa María S.A.C,Agroindustria Santa María S.A.C,41892.JPG,41892.JPG,,,29,41892,15.12.2017,15.12.2017,,
262,ASANTAMA,ASANTAMA,Agroindustria Santa María S.A.C,Agroindustria Santa María S.A.C,41893.JPG,41893.JPG,,,30,41893,15.12.2017,15.12.2017,,
263,ASANTAMA,ASANTAMA,Agroindustria Santa María S.A.C,Agroindustria Santa María S.A.C,41811.JPG,41811.JPG,,,31,41811,12.12.2017,12.12.2017,,
